id,createdTime,Official_Name,Country,ISO_Country_Code,Alternative_Names,Region,Coordinates,loc_id,city_x,country_x,latitude,longitude,World_Bank_region,World_Bank_country_income_level,population_2020,Plan_doc,elevation,CDD21,Tmax35_days,Tmax40_days,Tmax95pctl_days,Tmax_highest,arbovirus_days,heatwave_count,heatwave_duration,malaria_days,pr90pctl_days,pr_highest,CDD21_score,Tmax35_days_score,Tmax40_days_score,Tmax95pctl_days_score,Tmax_highest_score,arbovirus_days_score,heatwave_count_score,heatwave_duration_score,malaria_days_score,pr90pctl_days_score,pr_highest_score,elevation_score
recU5CO0y2RCVMdyC,2025-02-26T15:34:45.000Z,St Louis,United States,US,"سنت لوئیس, Sent Loisos, Mound City, סנט לואיס, 세인트루이스, Sentluisa, Pancore, Lacledes Village, STL, სენტ-ლუისი, เซนต์หลุยส์, St. Louis, City of Saint Louis, సెయింట్ లూయిస్, Saint Louis, Urbs Sancti Ludovici, 圣路易斯, Saint-Louis, Pain Court, Saint Louis City, San Luis, Σαιντ Λούις, سانت لويس, செயின்ட் லூயிஸ், Sankta Luiso, ಸೈಂಟ್ ಲೂಯಿಸ್, セントルイス, Сейнт Луис, Сент-Луис, Saint Lewis, Sent Luisas, Sent-Luis, USSTL, Sint-Louis, Сент Луис, Сент-Луіс, Сент-Луїс, سینٹ لوئس, सेंट लुईस",Missouri,"38.62727,-90.19789",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recVDH5vo0xCksK8Y,2025-02-26T15:34:45.000Z,Can Tho,Vietnam,VN,"カントー, Cần Thơ, VCA, 芹苴市, Kan Tho, VNVCA, Thành phố Cần Thơ",Can Tho,"10.03711,105.78825",851,Can Tho,Vietnam,10.04586134,105.7531941,East Asia & Pacific,Lower middle income,"947,881",N,6.899176,2728.477067,29.17034,0,74.49855556,37.06398549,260.4202133,7.21182,31.75667778,135.5894,42.63740889,54.52116542,10,6,3,7,5,10,6,8,8,6,6,10
recVxJDSLPbXkXSW6,2025-02-26T15:34:45.000Z,New York,United States,US,"นครนิวยอร์ก, নিউ ইয়র্ক সিটি, ניו יורק, Nov-Jorko, Big Apple, Ņujorka, Bandar Raya New York, Aebura, Cathair Nua-Eabhrac, New York City, Њу Јорк, Nova Iorque, Ню Йорк, न्यूयॉर्क, New Yorc, Neu Jorck, City of New York, 뉴욕, ニューヨーク, Lungsod ng New York, Ga-no-no, The Big Apple, 뉴욕 시, Neu Amsterdam, マンハッタン, Nova-York, Њујорк, Kanono, Нью-Ёрк, Eabhraig Nuadh, New Amsterdam, نیویارک شہر, USNYC, Nýja Jórvík, Niujorkas, NYC, Efrog Newydd, نیویورک, NY, Nyu York Shehiri, Նյու Յորք, 紐約市, New Orange, ניו יארק, Νέα Υόρκη, Nowy Jork, நியூயார்க் நகரம், Nueva York, Nova York, ניו־יאָרק, Nei Yarrick Schtadt, New York borg, 紐約, Nouvieau York, Nova Amsterda, New Yorke, Novjorko, نيويورك, Thành phố New York, Нью-Йорк, Evrek Nowydh, New Yorku, ნიუ-იორკი, Njujork, Nua-Eabhrac, Kanón:no, Q60, New York Stad, Kota New York, New York kenti, Նիւ Եորք, Novum Eboracum, Nòva York, Nouvelle Yorck, York Berri, New York-borg",New York,"40.71427,-74.00597",119,New York,United States,40.77321423,-73.88090455,North America,High income,"16,497,127",Y,2.571228,434.0805467,4.279965556,0,65.66034,36.2212808,31.39752889,8.129913333,16.12367333,66.67794889,42.65280556,67.43475953,3,4,3,5,4,3,7,2,4,6,8,10
recXnxpOabthOhl3j,2025-02-26T15:34:45.000Z,Berkeley,United States,US,"バークリー, ബർക്കിലി, बर्केली, برکلئی، کالیفورنیا, பெர்க்லி, Беркли_, Бэркли, بيركيلي, బర్కిలీ, بَرکِلی, เบิร์กลีย์, برکلے, ბერკლი, ಬರ್ಕೆಲಿ, JBK, Պերքլի քաղաք, ברקלי, બર્કલે, Berkeleia, برکلي, Берклі, برکلی، کالیفرنیا, USJBK, Q484678, बर्क्ली, Berklis, 버클리, Berkli, 柏克萊, بيريكلى, バークレー, বার্কলে, Բերկլի, Μπέρκλι, Bērkli, Бъркли, बर्कली, Беркли, Tsiiyog Hadahodííłdládí, බර්කර්ලි, 伯克利",California,"37.87159,-122.27275",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recYHIyoVj1s9cUUh,2025-02-26T15:34:45.000Z,El Paso,United States,US,"এল প্যাসো, Ель-Пасо, Ελ Πάσο, ال پاسو, Concordia, Էլ Պասո, Franklin, Ел Пасо, ELP, ელ-ფასო, 엘패소, Magoffinsville, ایل پاسو, إل باسو, Passus, El-Paso, ელ-პასო, एल पॅसो, 艾爾帕索, Эль-Паса, เอลแพโซ, El Pasas, Elpaso, エル・パソ, Эль-Пасо, USELP, אל פאסו",Texas,"31.75872,-106.48693",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recYaQ9ViWrvDrhGw,2025-02-26T15:34:45.000Z,Surat,India,IN,"STV, INKAP, INSTV, Sūrat, Suratas, સુરત, Surato, Сурат, Surate, সুরাত, सुरत, 苏拉特, Q4629, スーラト",Gujarat,"21.19594,72.83023",539,Surat,India,21.1772905,72.75651687,South Asia,Lower middle income,"6,481,676",Y,4.7542,2530.6663,13.85415667,0,78.59264778,37.15401293,168.0453433,8.276366667,22.73878,157.2285022,70.23328,84.9351806,9,5,3,8,5,9,8,5,8,10,10,10
recaAmluKqmlsjvMg,2025-02-26T15:34:45.000Z,Seoul,South Korea,KR,"Sêûl, KRSEL, ソウル特別市, Söul, سیول, សេអ៊ូល, سێئول, Сөүл, Seol, Seoul-si, Σεούλ, סאול, 首尔特别市, Sye-ul, Syou-ouen, ဆိုးလ်မြို့, Soul, സോൾ, سېئول, Seül, โซล, 首尔, 首爾, 서울시, Seúl, Seulo, Sŏul, Սեուլ, Hanyang, சியோல், Séoul, Seula, Wang-ching, सोल, 한성, སེ་ཨུལ།, Сеул, Siul, Seulas, ಸೌಲ್, 서울, سئول, Соул, Q8684, Seulum, Seul, SEL, Szöul, سيول, ソウル, Seoel, 서울특별시, סעאל, სეული, Wō-jō, सियोल, סיאול, সিউল, 한양, 경성, ሶል, Sol",Seoul,"37.566,126.9784",921,Seoul,South Korea,37.47555477,126.9243735,East Asia & Pacific,High income,"22,489,725",Y,83.720172,505.6663711,1.629526667,0,65.94231,34.52913618,36.78972444,7.037924444,23.76354667,73.18577778,39.93996778,109.3233753,3,3,3,6,3,4,5,6,4,4,10,6
recbxUUzdRLKJ40vb,2025-02-26T15:34:45.000Z,Pittsburgh,United States,US,"Allegheny, Піттсбург, Пітсбург, Питсбърг, פיטסבורג, بيتسبرغ, Fort Dunmore, Pitts-Bourg, PIT, ਪਿਟਸਬਰਗ, پٹسبرگ, ピッツバーグ, Pittsburgum, Πίτσμπεργκ, Питсбург, Питтсбург, 匹兹堡, Fort Pitt, Pitsburgo, पिट्सबर्ग, Pitsburga, Pittsburq, 匹茲堡, Fort Trent, Pitsburgas, پیتسبرگ، پنسیلوانیا, பிட்ஸ்பர்க், Fort Duquesne, Pittsbarig, Pittsburg, The Manor of Pittsburgh, 피츠버그, పిట్స్‌బర్గ్, ಪಿಟ್ಸ್‌ಬರ್ಗ್, USPIT, พิตต์สเบิร์ก, پٹس برگ",Pennsylvania,"40.44062,-79.99589",102,Pittsburgh,United States,40.41596736,-79.97203034,North America,High income,"715,916",Y,344.7807847,316.1972,6.620782222,0,62.56667667,37.28851456,16.12413,9.104313333,13.69284444,66.40396,39.7802,50.80445121,2,4,3,5,5,2,9,1,4,4,6,3
recccrsDPt6a8X8hq,2025-02-26T15:34:45.000Z,Jakarta,Indonesia,ID,"巴达威亚, Sakata, Xhakarta, Джакартæ, Giacarta, 耶加達, 雅加達, Djakarta, Xacarta, Cakarta, ჯაკარტა, ଜାକର୍ତା, Djogkarta, جاکارتا, Q3630, જાકાર્તા, 자카르타, Jogkarta, New York Van Java, Џакарта, דזשאקארטא, Jakartè, Dki Jakarta, ג'קרטה, JKT, Жакарта, Ngâ-kâ-tha̍t Sú-tû Thi̍t-khî, Iacarta, Jayakarta, Τζακάρτα, Дьакарта, Džakarta, ਜਕਾਰਤਾ, Big Durian, জাকার্তা, Daerah Khusus Ibukota Jakarta, జకార్తా, Batavia, จาการ์ตา, 雅加达, Yakarta, جکارتہ, ジャカルタ, ဂျကာတာမြို့, ஜகார்த்தா, ចាការតា, Yajgyadaz, Dżakarta, IDJKT, 勿礁維, Iacárta, Jacarta, Джакарта, Koningin van het Oosten, Sunda Kelapa, Ջակարտա, جاكارتا, जकार्ता, ጃካርታ, ಜಕಾರ್ತ, جکارتا, バタヴィア, Ĝakarto, ཊ་ཁར་ཏ།, ജക്കാർത്ത, 勿礁维, Sundapura",Jakarta,"-6.21462,106.84513",873,Jakarta,Indonesia,-6.380746725,106.852957,East Asia & Pacific,Upper middle income,"39,002,598",Y,80.17977691,2407.96906,1.373956667,0,106.4570222,34.64404909,355.8976667,13.15380111,15.5191,241.5973,37.63437111,34.8115109,9,3,3,10,3,10,10,2,9,2,3,6
receeEgEA35rPTOB6,2025-02-26T15:34:45.000Z,Philadelphia,United States,US,"فیلادلفیا, فلاڈیلفیا، پنسلوانیا, ភីឡាដេលផ្យា, Ga-na-ta-jen-go-na, பிலடெல்பியா, Filadelfia, Tsi wahswèn:to Tekahsó:ken, Филадельфий, ഫിലഡെൽഫിയ, フィラデルフィア, ফিলাডেলফিয়া, PHL, ፊላዴልፊያ, फिलाडेल्फिया, פילאדעלפיע, Филадельфи, Filadelfio, فلاڈیلفیا, ฟิลาเดลเฟีย, Filadèlfia, Филадельфия, Філадэльфія, Philadelphie, Filadelfi, Fi-sàng, ఫిలడెల్ఫియా, USPHL, فیلادلفیا، پنسیلوانیا, פילדלפיה, Филаделфиа, فيلادلفيا, Filadelfija, Филаделфија, Filadelfiya, Φιλαδέλφεια, 費城, Filadelfii, ಫಿಲಡೆಲ್ಫಿಯಾ, Filadelfiä, Filadelfijo, Филаделфия, ဖီလာဒဲလ်ဖီးယားမြို့, Philly, 필라델피아, Filadélfia, ფილადელფია, 费城, ફિલાડેલ્ફિયા, Filadélfiye, Coaquannock, Філадельфія, Ֆիլադելֆիա, Phila, ਫ਼ਿਲਾਡੈਲਫ਼ੀਆ, Filadelfie, Quequenakee, Q1345",Pennsylvania,"39.95238,-75.16362",113,Philadelphia,United States,39.90704662,-75.23605793,North America,High income,"3,296,068",Y,1.581560344,567.82334,13.52315333,1.498816667,60.91722667,39.42903935,41.94472222,7.742216667,14.30131667,73.33868222,41.71746333,63.68454007,3,5,6,4,7,4,7,1,5,5,8,10
recfE9DOCEehhu3Pu,2025-02-26T15:34:45.000Z,Boulder,United States,US,"Боулдер, בולדר, โบลเดอร์, Боулдър, 볼더, ボルダー, 波德, بولڈر، کولوراڈو, बोल्डर, WBU, USWBU, بولدر, बाउल्डर, بولدر، کلرادو, Болдер",Colorado,"40.01499,-105.27055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recfjXQQHB17Y7Sdo,2025-02-26T15:34:45.000Z,Chicago,United States,US,"Ĉikago, Chi-kâ-kô, شیکاگۆ, Tsikago, Chicagu, 시카고, 芝加哥, ሺካጎ, Sikago, שיקגו, Q1297, Ṣìkágò, ಶಿಕಾಗೊ, Kikako, Şikago, CHI, Sicagum, Çikaqo, ഷിക്കാഗോ, شيكاجو, E-Chicago, Čikāga, ชิคาโก, Shikago, شیکاگو, Chikago, Čikago, Чикаґо, Čėkaga, Cikago, ᓰᖄᑯ, シカゴ, Чыкага, Չիկագո, The Windy City, שיקאגא, شکاگو, చికాగో, ရှီကာဂိုမြို့, ჩიკაგო, Windy City, Чикаго, शिकागो, சிகாகோ, ܫܝܩܓܘ, Čikaga, Σικάγο, 𐍃𐌾𐌹𐌺𐌰𐌲𐍉, شيكاغو, শিকাগো, USCHI, Çikago, ਸ਼ਿਕਾਗੋ",Illinois,"41.85003,-87.65005",87,Chicago,United States,41.79396274,-87.82253727,North America,High income,"7,037,403",Y,190.6356355,431.6656878,14.75220667,1.504773333,71.31767556,37.47311141,34.00025556,8.049004444,23.01814,69.65072333,41.10014444,43.88198435,3,5,6,7,5,3,7,5,4,5,5,4
recglILwLCPOQMFrS,2025-02-26T15:34:45.000Z,Kyoto,Japan,JP,"কিয়োটো, Кјото, ཁེཡོ་ཐྲོ།, Kioto, Кіото, ක්යෝතෝ, ܩܝܘܛܘ, קיאטא, كيوتو, کیوتو, क्योतो, 京都, Kyōto-shi, Կիոտո, ਕਿਓਤੋ, きょうとし, Kyotu, Kyotum, کیوٹو, קיוטו, キョウト, Кёто, 교토 시, Kjoto, क्योटो, JPUKY, UKY, Kjóto, ക്യോത്തോ, Lungsod ng Kyoto, Kyōto, კიოტო, เคียวโตะ, Kėjuots, Kiotó, Quioto, Κιότο, Кіёта, Kiaⁿ-to͘-chhī, Kiotas, ကျိုတိုမြို့, Киото, 京都市, கியோத்தோ",Kyoto,"35.02107,135.75385",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rechm8RYU6MZPuQzv,2025-02-26T15:34:45.000Z,Tokyo,Japan,JP,"Токио, 東京, Tokió, توكيو, ტოკიო, طوكيو, Toquio, โตเกียว, Токіо, Edo, Tocio, ܜܘܟܝܘ, TYO, טוקיו, 東京都, टोक्यो, Τόκιο, 도쿄, 东京, Q1490, JPTYO, Tokio, டோக்கியோ, Tókýó, Tōkyō, 동경, توکیو, Tóquio, Tochiu, ܛܘܟܝܘ, Tòquio, টোকিও, Tokijas, Տոկիո, Tokija",Tokyo,"35.6895,139.69171",986,Tokyo,Japan,35.68148131,139.649416,East Asia & Pacific,High income,"33,554,377",Y,38.8976,579.35566,9.16688,0,49.69149333,35.99767824,44.89780222,5.273506667,27.10299,63.63990444,38.73596,76.46963669,3,5,3,1,4,4,2,7,3,3,9,7
reciEWQ8YoBUl5xv3,2025-02-26T15:34:45.000Z,Honolulu,United States,US,"USHNM, Gana-Rura, ಹೊನೊಲುಲು, 檀香山, Гонолулу, Honolulú, Հոնոլուլու, ဟိုနိုလူလူမြို့, Һонолулу, ہونولولو, هونولولو, 호놀룰루, The Big Pineapple, ሆኖሉሉ, Honolúlú, होनालुलु, Gana-ruru, האנאלולו, Ganaruru, ஹொனலுலு, Big Pineapple, Honoruru, ہونولولو، ہوائی, Anorourou, ホノルル, হনুলুলু, होनोलूलू, होनोलुलु, Hana-Rura, โฮโนลูลู, Ganaruro, USHNL, হনলুলু, Χονολουλού, ჰონოლულუ, הונולולו, ହନଲୁଲୁ, Hana-ruru, Gonolulu, हानलूलू, Thàn-hiông-sân, Ганалулу, HNL, Хонолулу, Honolulo, Honoloulou, ཧོ་ནོ་ལུ་ལུ།",Hawaii,"21.30694,-157.85833",0,Honolulu,United States,21.34067769,-157.8934967,North America,High income,"543,286",Y,1,1253.623667,0,0,56.96797111,28.96243286,79.09485889,3.501905556,39.87438778,289.12244,51.58850556,36.26863205,5,1,3,3,1,7,1,9,10,9,4,10
reciZwJDJWDJu41md,2025-02-26T15:34:45.000Z,Yangon,Myanmar,MM,"Rangoon, Рангун, Ýangon, Γιανγκόν, യംഗോൺ, యాంగోన్, იანგონი, ヤンゴン, رنگون, RGN, 양곤, ইয়াংগুন, Jangona, Jangon, Jangún, Јангон, यांगून, يانغون, रङ्गून, Q37995, ရန်ကုန်မြို့, Rangún, Янгон, ཡང་ཀོང་།, Rangon, យ៉ាំងហ្គូន, யங்கோன், MMYAN, 仰光, Rangūnas, Rangoun, ਰੰਗੂਨ, יאנגון, Yangjgvangh, Rangum, Янгон хот, Dagon, Յանգոն, Jangono, یانگون, रङ्गुन, MMRGN, Yangôn, ያንጎን, Ngióng-kông, Yanqon, ย่างกุ้ง, Rangun",Yangon,"16.80528,96.15611",744,Yangon,Myanmar,16.86997966,96.148838,East Asia & Pacific,Lower middle income,"5,692,856",Y,30.340424,2744.32645,110.4642222,25.82352778,51.95675111,42.70962604,211.6810522,4.481795556,28.82970667,159.2723911,37.39008556,62.27059064,10,9,9,1,8,9,1,8,8,2,8,8
reckjxsARu0YftXXz,2025-02-26T15:34:45.000Z,Thessaloniki,Greece,GR,"Салоники, Saloniki, Saloníki, Salonika, Solun, Θεσσαλονίκη, Thessaloníki, Салоніки, סלוניקי, GRSNK, Salonikai, Tesalónica, Salónica, 塞萨洛尼基, I Protévoussa ton Prosfígon, Ftohomana, Săruna, Salonic, Salonica, Saluniccu, Salonique, Σαλονίκη, Ѳєссалонїка, Thessalonique, テッサロニキ, סלוניקה, Tesalonica, Salonik, GRSKG, Tessalònica, Thessaloníkē, Σαλονικη, سالونيك, Thessalonica, Tesalonîkî, Þessalóníka, Солун, I Protevoussa ton Prosfigon, SKG, Solún, Soluň, Salonicco, Selânik, Ftohomána, Selanik",Central Macedonia,"40.64361,22.93086",321,Thessaloniki,Greece,40.64205734,22.93707309,Europe & Central Asia,High income,"794,001",Y,19.96895271,1043.03015,74.67410667,13.56975,87.62726,42.69203724,42.53502667,6.0692,50.27123333,65.25693667,35.80675333,27.70697235,5,8,8,9,8,4,3,10,3,1,2,8
recl2wioP4F9qnLwk,2025-02-26T15:34:45.000Z,Mumbai,India,IN,"Mumbaja, மும்பை, পুল্লাপ মুম্বাই, Mumbaj, Mumbajo, ممبئي, Мумбаи, מומבאי, Бомбай, މުންބާއީ, मुम्बई, ムンバイ, Βομβάη, ಮು೦ಬೈ, بمبئی, Мумбаї, INBOM, မွမ်ဘိုင်းမြို့, ಮುಂಬೈ, მუმბაი, 孟買, מומביי, ముంబై, Q1156, Asumumbay, مومبای, Moembaai, Bombaim, Бомбей, മുംബൈ, Bombaya, Mumbay, ممبئی, بومباي, মুম্বই, 孟买, Numbai, Мумбай, મુંબઈ, Մումբայ, Bombaj, Bombai, मुंबई, بَمبَے, Mumbaî, Lungsod ng Mumbai, Dakbayan sa Bombay, Мумбаі, مومباى, ग्रेटर मुम्बई, মুম্বাই, འབོམ་སྦེ, Bůmbaj, BOM, Bombay, มุมไบ, Mumbajus, ممبای, 뭄바이, mymbais, Bombėjus, ମୁମ୍ବାଇ, Мумбај, مومباي, बम्बई, ਮੁੰਬਈ",Maharashtra,"19.07283,72.88261",547,Mumbai,India,19.14107332,72.97072133,South Asia,Lower middle income,"22,948,367",Y,5.379548186,2430.085644,1.028437778,0,97.39995556,34.18052168,223.0561733,8.280533333,29.32191556,217.27294,42.92356667,114.2513741,9,3,3,9,3,9,8,8,9,7,10,10
reclDRfegxYoc3rjB,2025-02-26T15:34:45.000Z,Auckland,New Zealand,NZ,"Aŭklando, ஆக்லன்ட், Oklenda, ಆಕ್ಲೆಂಡ್‌, Oklandas, ऑक्लैण्ड, ഓക്‌ലൻഡ്, Aucopolis, Ώκλαντ, অকল্যান্ড, オークランド, 오클랜드, ऑकलंड, أوكلاند, ઓકલેન્ડ, NZAKL, Օկլենդ, ئاۋكلاند, AKL, Окленд, Tāmaki-makau-rau, آوکلند, โอคแลนด์, אוקלנד, အော့ကလန်မြို့, Awklanda, Aucland, Окланд, ఆక్లాండ్, ოკლენდი, Oklan, 奧克蘭都會區",Auckland,"-36.84853,174.76349",995,Auckland,New Zealand,-36.92012789,174.7964426,East Asia & Pacific,High income,"1,221,977",Y,16.81647172,32.19094667,0,0,88.33961111,25.71925431,0,5.454555556,65.62878,6.460373333,39.06375,54.13550676,1,1,3,9,1,1,2,10,1,3,6,9
recmcYm83sfZQFxmp,2025-02-26T15:34:45.000Z,Sydney,Australia,AU,"Sanctus Dionysius, Սիդնեյ, Сідней, Sék-nà̤, ܣܝܕܢܝ, Sydney City, سیدنی, सिड्नी, ਸਿਡਨੀ, સીડની, சிட்னி, 雪梨, སིད་ནེ།, סידני, Sidneja, Sidneý, ស៊ីដនីយ៏, Sidni, سڈنی, سيدنى, ಸಿಡ್ನಿ, სიდნეი, Sėdniejos, 시드니, Sídney, 悉尼, ሲድኒ, सिडनी, Сиднеи, Syd, シドニー, Sidnéy, Sidnejo, Sit-nì, Сидней, Сидни, ซิดนีย์, Σίδνεϋ, Sidnei, Сідні, سيدني, సిడ్నీ, സിഡ്നി, AUSYD, සිඩ්නි, ဆစ်ဒနီမြို့, Q3130, Сиднеј, सिद्नी, Sîdney, SYD, Sydneium, Sidney, সিডনি, Sidnėjus",New South Wales,"-33.86785,151.20732",993,Sydney,Australia,-33.85123993,151.0668102,East Asia & Pacific,High income,"4,111,824",Y,27.88584813,292.4077422,8.863776667,3.259377778,51.04511333,37.78150101,13.32036111,7.512172222,8.48943,55.29459778,36.47691667,47.26260485,2,5,7,1,5,2,6,1,3,1,5,8
recpJVztSoHfXn5bV,2025-02-26T15:34:45.000Z,Boston,United States,US,"Bostonia, Q100, Βοστωνη, ಬಾಸ್ಟನ್, בוסטון, Wastok, Bostan, Βοστώνη, ボストン, บอสตัน, ბოსტონი, बास्टन्, Shawnnut, பாஸ்டன், Bostún, ബോസ്റ്റൺ, بوستون, བོ་སེ་ཊོན།, Բոստոն, 보스턴, 波士頓, Shawmut, Tramount, BOS, Bostona, ܒܘܣܛܘܢ, Bostons, Bostono, Baston, Trimountain, Old Boston, Tremont, Shawmutt, بۆستن, ဘော့စတွန်မြို့, Бостън, ਬੌਸਟਨ, Wahstoronòn:ke, बस्तन, بوسٹن, Pô-sṳ-tun, Pokekona, بوسطن, Trimountaine, באסטאן, बॉस्टन, Бостан, Bostonas, ቦስቶን, বস্টন, బోస్టన్, Mushauwomuk, Totant, Бостон, USBOS, बोस्टन, 波士顿",Massachusetts,"42.35843,-71.05977",131,Boston,United States,42.38499617,-71.06303941,North America,High income,"2,141,827",Y,0.1584134137,307.35332,5.69296,0,58.16015111,36.59010076,19.84073778,8.040888889,20.05000667,50.79736778,39.89224,55.72457986,2,4,3,3,5,2,7,4,2,4,7,10
recpVPfd03KknOdnw,2025-02-26T15:34:45.000Z,Melbourne,Australia,AU,"멜번, Мелбурн, Melbournum, मेलबोर्न, Мельбурн, Melbourne City, Melburnas, 멜버른, MEL, Melben, மெல்போர்ன், Greater Melbourne, ملبورن, メルボルン, Melburna, Melborns, مېلبۇرن, Melburno, מלבורן, Мелбърн, Q3141, མེར་བུན, 墨爾本, เมลเบิร์น, Μελβούρνη, AUMEL, 墨尔本",Victoria,"-37.814,144.96332",991,Melbourne,Australia,-37.85556174,145.0747051,East Asia & Pacific,High income,"3,796,942",Y,40.977736,179.0611167,8.017831111,1.823057778,48.01210667,39.46846603,10.2756,6.466016667,6.557744444,31.29501889,34.51601,36.91090555,2,4,7,1,7,2,4,1,2,1,4,7
recqg5ZVLXt5bQERI,2025-02-26T15:34:45.000Z,Houston,United States,US,"ਹੂਸਟਨ, Хюстън, هيوستن, ह्युस्टन, Hiû-sṳ̂-tûn, Houston City, Hjūstona, Hustonia, 休斯頓, היוסטן, હ્યુસ્ટન, Хьюстон, יוסטון, ഹ്യൂസ്റ്റൺ, ヒューストン, USHOU, হিউস্টন, Χιούστον, ဟူစတန်မြို့, Хюстан, 휴스턴, ہیوسٹن, ሂውስተን, 休斯顿, Hiustonas, ஹியூஸ்டன், Hyuston, Hjuston, Хюстон, హ్యూస్టన్, ฮิวสตัน, ჰიუსტონი, 侯斯頓, Hustono, ھیووستن, Հյուստոն, 休斯敦, هیوستون, Q16555, Хјустон, HOU",Texas,"29.76328,-95.36327",48,Houston,United States,29.78137075,-95.40836967,North America,High income,"5,731,907",Y,15,1351.182467,53.39301333,4.358578889,69.82148,39.99140016,77.6104,5.812551111,26.66108,95.95708778,36.58683667,59.18831724,6,7,7,6,7,7,3,7,7,1,7,9
recrzc5fu69KZ2icK,2025-02-26T15:34:45.000Z,Austin,United States,US,"Остин, Waterloo, ኦስቲን፣ ቴክሳስ, Montopolis, अस्टिन, آسٹن, Aŭstino, オースティン, 오스틴, অস্টিন, ഓസ്റ്റിൻ, Ostin, אסטין, آستین، تگزاس, أوستن, अस्तिन, ஆஸ்டின், 柯士甸, Ostina, Austinopolis, Ώστιν, ოსტინი, ਆਸਟਿਨ, ऑस्टिन, Ostinas, Осцін, USAUS, 奧斯汀, AUS, Ostins, آسٹن، ٹیکساس, ᎠᏍᏘᏂ, Остін, Օստին, आस्टिन्, ออสติน, אוסטין",Texas,"30.26715,-97.74306",46,Austin,United States,30.37163753,-97.73513149,North America,High income,"1,395,285",Y,223.526636,1355.65869,76.26951333,7.89124,65.42768,40.34836159,57.52131667,6.38192,30.21931556,79.58642,40.86921556,57.66271205,6,8,8,5,7,6,4,8,6,5,7,4
recsktO52tMxCBN6e,2025-02-26T15:34:45.000Z,Atlanta,United States,US,"अटलान्टा, ATL, אטלנטה, अटलांटा, 애틀랜타, אטלאנטא, Marthasville, அட்லான்டா, એટલાન્ટા, アトランタ, Атланта, ئەتڵانتا, အတ္တလန္တာမြို့, Атлантæ, แอตแลนตา, USATL, 亚特兰大, ატლანტა, Atlonta, Ատլանտա, एत्लान्ता, 아틀랜타, White Hall, 亞特蘭大, አትላንታ, ཨ་ཊི་ལཱན་ཊཱ།, Atlanto, Atlant, അറ്റ്‌ലാന്റാ നഗരം, Q23556, Canebrake, আটলান্টা, أتلانتا, అట్లాంటా, اٹلانٹا, اٹلانٹا، جارجیا, Ατλάντα, آتلانتا, एट्लान्टा, Terminus, 아틀란타, Standing Peachtree, ಅಟ್ಲಾಂಟಾ, Marthasdale, Whitehall",Georgia,"33.749,-84.38798",77,Atlanta,United States,33.84096954,-84.30090571,North America,High income,"1,715,416",Y,276.8271898,693.9390089,13.35581778,1.000984444,56.94499667,37.29867956,58.69031111,8.448438889,18.69907667,100.2219233,41.18152,59.63110601,4,5,6,3,5,6,8,4,7,5,7,3
recv8edG7SQOtbUet,2025-02-26T15:34:45.000Z,Bengaluru,India,IN,"Bengalūru, बेङ्गलोर, பெங்களூர், Bengalour, بنغالور, Bangaluri, বেঙ্গালুরু, ბენგალურუ, Bengalúru, INBLR, 班加罗尔, ബെംഗളൂരു, بینگلور, Bengaluro, Bangalore, ਬੰਗਲੌਰ, ବେଙ୍ଗାଳୁରୁ, ಬೆಂಗಳೂರು, BLR, बेङ्गळूरु, Бенгалуру, 班加羅爾, Bangalore City, Q1355, Бенґалуру, 벵갈루루, බැංගලෝර්, Bengalūras, 방갈로르, บังคาลอร์, ဘန်ဂလိုမြို့, बेङ्गलूरु, בנגלור, बंगळूर, Bangalúr, বাঙ্গালোর, Бангалор, بنگلور, બેંગલોર, బెంగుళూరు, バンガロール, 뱅걸로, Bengalurus, Μπανγκαλόρ, बंगलौर",Karnataka,"12.97194,77.59369",635,Bengaluru,India,13.02014553,77.574697,South Asia,Lower middle income,"12,715,787",Y,940.5671372,1332.76704,29.93274667,0,65.62245333,36.6818956,73.59492889,4.913641111,37.76643333,244.4209133,43.623,38.29342119,6,6,3,5,5,7,1,9,9,7,4,1
recxDE7xF6qM4axfd,2025-02-26T15:34:45.000Z,Oakland,United States,US,"Oklenda, Օքլենդ, اوکلند, Oklandas, ओकलंड, ওকল্যান্ড, 奧克蘭, Oakland i California, ओकल्यान्ड, اوکلینڈ، کیلیفورنیا, オークランド, 오클랜드, USOAK, أوكلاند, Оукланд, 奥克兰, Окленд, אוקלנד, אקלאנד, اوکلینڈ, Όουκλαντ, ओकल्याण्ड, OAK, Окланд, Оукленд, ஓக்லண்ட், Quercupolis, ოკლენდი",California,"37.80437,-122.2708",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recxIOtDzdYfYzu2V,2025-02-26T15:34:45.000Z,Toyama,Japan,JP,"Тояма, TOY, Toyamashi, トヤマシ, とやま, トヤマ, 富山市, Toyama-shi, JPTOY, 富山, Q204266, とやまし",Toyama,"36.7,137.21667",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
