id,createdTime,run_id,start_time,end_time,runtime_seconds,files_processed,extraction_count,pages_per_minute,total_pages_processed,Solutions,model_temperature,model_name,Status,Created Time,processed_files
rec6EZstJhKvqO24R,2025-01-29T15:31:34.000Z,b88ac843-0b2a-49f6-b138-6466a1d46fd6,2025-01-28T22:51:45.443Z,2025-01-28T23:29:56.092Z,2290.648784,8,362,34.47,1316,"[""recBZPs3f9so8LdoA"",""recmKai76GtFhXF2Y"",""recipMFy5RSCn6Owo"",""recG81Jo8jIlVsnRy"",""recG9i6oR2QMtC6zk"",""recITZM98NBQ55Xg9"",""recOkdBk0KLiH5AwQ"",""recVmowPI99hpGeP7"",""rec5ss6cwWvew8OxB"",""reccLy891ZOvshAPZ"",""recx6WZbuGpeyvVPT"",""recYIGCYL3Ju0hdBY"",""rec2yrqZWwvwVrMuc"",""recbqc6nBhkcpWvxs"",""reckb08rfHnIXjSA9"",""recCNapLxj66XENiX"",""recTzspetsecpHUz7"",""recXEYf1ja2CFRA8X"",""rec05w104r368X6Eh"",""recbJI1vuYgYjoZV8"",""reclb9o4LRHA5F3hj"",""recxZRxFIVYu6bbTm"",""recCeWI0e0XVd2Zvd"",""recnKPoOy8RyvgVEG"",""rect24zYBnQd99v0d"",""rec0Z8ULBfBMb4k1J"",""recby33O1Bj59KZYs"",""recdXC8vz1mRBNe3k"",""receeJFpRux1dnQEe"",""reciFLTpXlX4nonuX"",""recHwI0SKJuzCTjUR"",""recIDqaTjx98O6Kqi"",""recSrU4mLAKzaQN9y"",""recmD6fSDPWPwf2Mo"",""recXxcfE246hp4EQx"",""rec2fl1Bu3Qxmy36E"",""recadxbuxhIzEtFut"",""reckLfzJH8V5oFkwk"",""recS9FR2HiNjUvyzg"",""recUWgz9Qy25y2q7r"",""recodrjHze9Gt6PhB"",""recsvdJoqvs2OwrlN"",""recswxsWiKGLO3OZf"",""rec09pRxaC08aXn1j"",""recafL3k0Pu1f97xW"",""reccvhFNrP7WhXuOf"",""recdTNYorEwuYFsUd"",""recesL3wEI2Pv5vSP"",""recFss3VWz6y2lrAj"",""recMm43JUX97ooPvy"",""recMm704JvMGMKyX8"",""recM8RIkWPnqQlXgF"",""recO7v7IHTt6WISdc"",""recpI62RXleWWSGfA"",""rec1Tltehr31qU0LU"",""reca5DXoDpGsraGoq"",""reccbKv7wnuJOZF4Z"",""reczxBo0WpckpMwLt"",""recAofMMJ5qc5Adwt"",""recFottSgTc7Jeflq"",""recLmANB6DLWfHZuF"",""recSugtX0omkrARu8"",""reco8V84F2smdU4BG"",""rec3825uBhoxVPUHh"",""rec5lOGdfSFTEQhVO"",""recFt0DgggT9FMhKD"",""recHjPHFYuz3vGFbA"",""recoD30Z5sJyb4djV"",""rec51cd6NXtMvjJpY"",""recD2FlQeRUs14KMp"",""recMNXrK1UjY3OVRp"",""recQeXssEX9yFoTxl"",""recnIbhAmx1RgDK2r"",""recpPN8mYWaJgtc6M"",""rec5PPMBC43gvjTqj"",""reciaLWGfORI3WGiQ"",""recjMYSagFyVO27C0"",""recwoxjFBBe5tjZTC"",""recxU6tEP1LjSrgHJ"",""reczgogab4jSXYXx4"",""recEY0Mj5GVfDlepr"",""recIaZyiRrnCUmW8z"",""recM1qRMipNhIbPuK"",""recRWZRDVEca5jnpD"",""recs5XOvVFmhFvWK3"",""rec3rMj8sasGqlL08"",""rec4rY5IBY5jEeOiE"",""rec45w96DtlAk3X5R"",""reccjK9SOdH1aFgFq"",""recvWBGDHvamL1bm7"",""rec1rXqtJQrnQzB55"",""rec51LPY2tyPxLWe6"",""reccuXanSp7X0OL2b"",""recgcBUFuN3VtaFbK"",""recyv5OktdnqWXTOs"",""recCVnmfOY59v7c3J"",""recKref0Noi53F5wI"",""recUGZDPiyMI9TRoj"",""recYrNw9TBnypTTc9"",""rec7hT5opGi69oDP7"",""reccqVskobgPoNmef"",""recmoriLQb0qiVEsq"",""recnFVtsvSEWKCEhw"",""recr3JQJeVtEDxTFR"",""recXVK2uSOIcTwWfG"",""rec2Xj6JTDytKs7nB"",""rec4hgdi1veaZRAER"",""rec7dcevOc6k4SpMU"",""recgBkxyx4IaoPBDN"",""recjv9vanBUGNbo4t"",""recFMkRmpVHq95LNl"",""recIIhWNuERnySUrh"",""recKCtkWqYb70IsTO"",""recKPsOsfHRbQB3LN"",""recK6FkPJkmOZ8mKV"",""recMwWrMjCn6Ca6Bp"",""recSgqbnpvauIYPew"",""recTznN4QlbNWWK0F"",""recVG0l88ECO6sixi"",""recnnk1A9tKF7YOrz"",""recfr87tAdpTHS48N"",""recgZEMnvL2dEbWGx"",""reciqYr1DO4lH36ea"",""recwzdd7UmJmt61Ct"",""recKTDIZucoSTkWvN"",""recQRqylZCzmLigqS"",""recUECSM1Fh4uSv7j"",""recBBsJ4sYI0FcCde"",""recDCa9Y5M1vfwZjO"",""recG2RwPwJdvurwWA"",""recHmObZYzmgtlV99"",""recLYGPW2L5ugezFk"",""recouY9tpZixVuvP2"",""recqL6V7urpRzKDno"",""reccD5em7fzACOtw1"",""reccQOTWUNFFnFYeR"",""reckzV1KfzLNCt47E"",""reclDFyoyeqbtVHIH"",""reclHMiFN2Defppe9"",""recUsCdT3zY41lKz8"",""recUtX7aSIXMxHG1G"",""recmko4pNnLKullTV"",""recnbHmzSd6OcU1Em"",""recooevkTKM1JogVp"",""recWv6cIfh4pw7QMX"",""rec2E2Tt5iTmg34Is"",""rec2GEWoKffcgk0Az"",""reccQgf8vl9nnI16K"",""receHVRO7Fde4dBt0"",""reciwBwcqZIUlq2Q4"",""recx797ncPZUvB7Vx"",""recyh68oYg2btj0zX"",""recCfelt2TJLCRyJw"",""recGBGMt8onynYDRc"",""recJRneRGF3Zia3hz"",""recO3SzjSSGWfozCq"",""recoHsNllauCsFvRa"",""recZxjh3GKMDGuzQf"",""recZChvxBDaWZklUv"",""rec9cP46jnaeaRBt1"",""reclRHt3ODGaauHj9"",""reczlbfizlhga70pq"",""reczZW6wiH5KZZyWF"",""recMFLMvIOHMjXtRp"",""recNZZNiNVr1lGv8u"",""recuUiMl1Vu9enFTw"",""recu94CkX8pcWTI1G"",""rec8ttDEixqtFAp8f"",""reckP0yPD6QQy9Gzu"",""recDhNbCd8VHD5Rrf"",""recDYu5kEGuGFijW9"",""recEamiVC5J9XO0ji"",""recLZyCPI3Vf8jNOq"",""recPt8ks8X9ZQEy2Y"",""recQ22jXEFX0S3KWY"",""recpjjMgolflbbuIV"",""recumQ2Tb3gKRtL8w"",""recZM8mPrO9EIiQSm"",""recZg3Q8KmHkSqi4I"",""recZcmfCVOKRjgYvL"",""reccsbRMiocgijKSE"",""recefDn7fPLFjZ8TV"",""recfCZT0kaTSNkvvy"",""recRAYMexYcO0Owia"",""recoE1S51RqC7G2xn"",""recW3fjRO2xo6u17s"",""rec6rZbudxZ44dq3c"",""recekV77GAEBcMs2c"",""recfcyg67vHnhWXqf"",""recgniXZ3TZy8XoGm"",""recxULcYNOjkHmnJj"",""recCdSxVcuXWlyyWq"",""recEgfQPsIUW3qkLq"",""recMnIROg3ZZXg1As"",""recNmjrmAo180U4Vq"",""recVEGrsMHHuG4Psg"",""recp08wyqekax1XDl"",""recWycgyOZ6UmAG9C"",""rec34YB4CE1Yb5A5S"",""reckS2nuoBGhiiAU3"",""recAwfKkcpzTHvbxp"",""recERbpFeDSDqd4cG"",""recJMR3sqWF35vKeh"",""recmJy6qoh6hkInxP"",""rec16Ybnx8gdzVUrZ"",""rec6sfIi1BXGj4FWb"",""rec9omNzNQkGq5R5y"",""recbifEVTDzStGu9T"",""reccA4mc4AFR5Ir1v"",""rece01jXvzpkdWxwE"",""recivkP6qLWgunysg"",""recwVM2zO7Mf0ftdc"",""recx2ivQOTrSlD3oo"",""recBlFuVKlyJciINE"",""recDpVPLIODKEx72B"",""recIFvfbexnVX41Qg"",""recRmFwBX9gSkAccF"",""recpb3L2KZqBEzK4K"",""recYoKn8rMrIJFDmT"",""recgQD7hz4a6C5HyM"",""recgYnTumjLlPGa3O"",""recAM3SLbIrXwBMMO"",""recC1GY5Juz1F3ms8"",""recoA8bCjD1NVH4Cb"",""recWZF2z5qVimd8NR"",""recCTQ0Np5K9ZrLlL"",""recMpIabTocKNjml2"",""recMSKgBfU0IBvEX8"",""recPkew3gAbDYGyP1""]",0.1,gpt-4o,Archived,2025-01-29T15:31:34.000Z,
recCPQbJOuYms93PL,2025-01-28T18:40:11.000Z,f26a491b-9d90-487d-926a-e156952113f2,2025-01-22T22:13:01.176Z,2025-01-22T22:38:25.861Z,1524.684964,9,482,93.42,2374,,0.1,gpt-4o,Archived,2025-01-28T18:40:11.000Z,
